index_date,a,b
03-17 10,55.381055000211035,58.26963224723978
03-17 11,495.5717672517745,371.48422384460974
03-17 12,146.90961629534758,151.7773032155803
03-17 13,14.314974356967971,19.58490038977643
03-17 14,12.078536170787098,23.749659826766997
03-17 15,233.38395816886387,1064.2379783615168
03-17 16,7.401241281375035,54.84994858346749
03-17 17,17.604902076813065,354.9931323868934
03-17 18,3.492334190592872,10878.493782951282
03-17 19,0,0
03-17 20,0,0
03-17 21,0,0
03-17 22,0,0
03-17 23,0,0
03-18 00,0,0
03-18 01,0,0
03-18 02,0,0
03-18 03,0,0
03-18 04,0,0
03-18 05,0,0
03-18 06,32.44692928661413,1953.3017745615514
03-18 07,19.8754366577847,159.81870472404216
03-18 08,4.686995959107843,19.729586828596325
03-18 09,13.650952858254042,32.33137075540398
03-18 10,13.563154232690144,22.295302312658187
03-18 11,15.048335819787747,17.15745699646956
03-18 12,10.321984102243436,12.482159725296109
03-18 13,10.899511735650806,14.734429146540323
03-18 14,8.937173666108567,17.368811707979233
03-18 15,90.94945590745358,206.59399759934868
03-18 16,14.14729418419575,70.62974047040657
03-18 17,9.245406888544698,160.151661281162
03-18 18,28.82179646245714,40074.543779914165
03-18 19,0,0
03-18 20,0,0
03-18 21,0,0
03-18 22,0,0
03-18 23,0,0
03-19 00,0,0
03-19 01,0,0
03-19 02,0,0
03-19 03,0,0
03-19 04,0,0
03-19 05,0,0
03-19 06,3.1626995577196797,170.54472756478992
03-19 07,1.6141395108803664,16.371497606410937
03-19 08,1.608578884187051,8.255197366786833
03-19 09,1.8616390971639178,5.712588315839064
03-19 10,3.842390560036771,8.74085403798067
03-19 11,3.4715852433274663,5.629892838182533
03-19 12,3.8954645804114225,7.081574034030444
03-19 13,2.8940143095517,5.152104971027577
03-19 14,3.0792416142023527,6.353613316664232
03-19 15,2.138735310738759,7.5743677823011915
03-19 16,5.821387812084343,35.6394101096588
03-19 17,2.982846597938249,61.339659593070095
03-19 18,4.5615828038883555,5587.20017711356
03-19 19,0,0
03-19 20,0,0
03-19 21,0,0
03-19 22,0,0
03-19 23,0,0
03-20 00,0,0
03-20 01,0,0
03-20 02,0,0
03-20 03,0,0
03-20 04,0,0
03-20 05,0,0
03-20 06,1.228787590309987,96.4802698574961
03-20 07,1.467054309420587,27.86311070677224
03-20 08,6.366175077268735,32.137031710342946
03-20 09,21.45015251561784,39.64492745244142
03-20 10,18.07083750797635,23.03447010561812
03-20 11,29.507267622705445,30.336739994719938
03-20 12,9.504477125577724,9.026968778002797
03-20 13,3.6283435810910416,5.495318191508995
03-20 14,5.199563707682031,11.636069227300304
03-20 15,6.631211447790282,22.331472719652698
03-20 16,7.858427547317499,41.47895951849855
03-20 17,50.386226345801326,800.0471591214583
03-20 18,23.78233661120423,17512.378860146295
03-20 19,0,0
03-20 20,0,0
03-20 21,0,0
03-20 22,0,0
03-20 23,0,0
03-21 00,0,0
03-21 01,0,0
03-21 02,0,0
03-21 03,0,0
03-21 04,0,0
03-21 05,0,0
03-21 06,23.810127608602393,2146.090634142734
03-21 07,4.5470247910851045,60.25300085477774
03-21 08,216.96109138542337,845.1039840796798
03-21 09,1370.6836453427143,3161.8973040152528
03-21 10,19.15597182400553,33.195866883122314
03-21 11,37.05030624888432,80.23881682498822
03-21 12,20.607992991219582,35.40828090959449
03-21 13,10.145264430510375,12.976495879819044
03-21 14,39.887533890806665,54.46600015377592
03-21 15,196.1728439039833,342.5560875997264
03-21 16,26.408348385887088,109.26846046498422
03-21 17,28.132280357260893,347.240154988324
03-21 18,68.95638736883619,31069.37263101067
03-21 19,0,0
03-21 20,0,0
03-21 21,0,0
03-21 22,0,0
03-21 23,0,0
03-22 00,0,0
03-22 01,0,0
03-22 02,0,0
03-22 03,0,0
03-22 04,0,0
03-22 05,0,0
03-22 06,5.559707698702172,231.347982697789
03-22 07,11.535361809312088,79.5975298122233
03-22 08,9.868322210952675,28.87575927664882
03-22 09,8.952731665401116,14.863494978565454
03-22 10,21.366484471919858,22.719248320036
03-22 11,45.0157161885551,35.875215857422496
03-22 12,77.2329638656207,64.08323977184973
03-22 13,50.3862986879269,53.014747476222674
03-22 14,124.78174729725887,185.32090341787963
03-22 15,23.160480629321672,58.36458835137048
03-22 16,286.4529598200891,1423.0439727011305
03-22 17,30.109698769205174,371.6972406976793
03-22 18,125.9421477404265,45863.36577825934
03-22 19,0,0
03-22 20,0,0
03-22 21,0,0
03-22 22,0,0
03-22 23,0,0
03-23 00,0,0
03-23 01,0,0
03-23 02,0,0
03-23 03,0,0
03-23 04,0,0
03-23 05,0,0
03-23 06,1.4542922350144218,68.80873028792999
03-23 07,1.9921303759762103,22.834063969117402
03-23 08,4.563733610116849,21.124129042434713
03-23 09,9.852466266105546,22.482192260729928
03-23 10,12.031174787283707,24.422262958487234
03-23 11,11.513579425596465,18.97366513054296
03-23 12,5.13662033325395,6.814843900051681
03-23 13,4.374268337566439,6.432566129664026
03-23 14,3.21867485092338,6.9105561549425465
03-23 15,17.34220468073687,43.97781725815188
03-23 16,7.338532012434101,39.65727429797533
03-23 17,110.08398500021143,1450.9609115748574
03-23 18,14.39888497770856,4906.7043337328805
03-23 19,0,0
03-23 20,0,0
03-23 21,0,0
03-23 22,0,0
03-23 23,0,0
03-24 00,0,0
03-24 01,0,0
03-24 02,0,0
03-24 03,0,0
03-24 04,0,0
03-24 05,0,0
03-24 06,1.9185770660864476,70.11990380139747
03-24 07,25.42265306711084,147.61005055327095
03-24 08,16.40449179952196,41.21597912450221
03-24 09,2.953621006139805,5.598240078753723
03-24 10,4.840194672848077,6.851950207288411
03-24 11,12.032769560118037,15.18029767725557
03-24 12,47.4347335363378,48.80049380092228
03-24 13,59.81833021332115,57.725585388672755
03-24 14,162.46111008868357,184.49682320628054
03-24 15,70.64125521080379,128.85065862174207
03-24 16,80.16526828974997,292.6779073094076
03-24 17,767.1801442337279,8479.835201621214
03-24 18,146.14805473075788,33164.48286074075
03-24 19,0,0
03-24 20,0,0
03-24 21,0,0
03-24 22,0,0
03-24 23,0,0
03-25 00,0,0
03-25 01,0,0
03-25 02,0,0
03-25 03,0,0
03-25 04,0,0
03-25 05,0,0
03-25 06,1.1141075512561853,68.38626013498306
03-25 07,9.698996479448112,73.44338095132584
03-25 08,12.24493735769216,37.7557477409942
03-25 09,28.38278988738201,59.65067501667934
03-25 10,403.65976172883177,666.3673608148436
03-25 11,36.999479395122165,30.170227829879806
03-25 12,80.39178217649665,51.775617944161475
03-25 13,24.22834153377673,22.584151187269054
03-25 14,8.36965931765162,14.717897965988602
03-25 15,14.04249624874358,34.40783203658385
03-25 16,39.19583114075742,177.98169685465822
03-25 17,116.26248517985778,1342.1353511711893
03-25 18,42.43685798373667,8784.428928160036
03-25 19,0,0
03-25 20,0,0
03-25 21,0,0
03-25 22,0,0
03-25 23,0,0
03-26 00,0,0
03-26 01,0,0
03-26 02,0,0
03-26 03,0,0
03-26 04,0,0
03-26 05,0.3333312192837188,105115.84337560805
03-26 06,31.480079720202376,733.4945289543639
03-26 07,75.44548142112352,382.3528267756926
03-26 08,28.562046124370994,70.44702048958811
03-26 09,6.241092933942414,12.675100865271144
03-26 10,7.965124225924546,11.32214662416971
03-26 11,6.4564533048908235,7.103093295576086
03-26 12,159.4974215937555,100.01909494572462
03-26 13,142.33123256804305,107.02735130231348
03-26 14,14.853463779443711,18.292566745501066
03-26 15,7.5195165334975504,18.69857415886553
03-26 16,23.33051204699758,87.52658982673748
03-26 17,12.921312795164408,143.40353787463363
03-26 18,5.947511194613205,1012.113669467469
03-26 19,0,0
03-26 20,0,0
03-26 21,0,0
03-26 22,0,0
03-26 23,0,0
03-27 00,0,0
03-27 01,0,0
03-27 02,0,0
03-27 03,0,0
03-27 04,0,0
03-27 05,1.3036155319672555,20516.408635563013
03-27 06,2.457012588146776,60.49771355407434
03-27 07,2.8511102248218854,16.700386237278238
03-27 08,4.822817902884063,13.028296650478536
03-27 09,8.10948877627031,10.794765888243543
03-27 10,13.848449456050169,12.054087212902724
03-27 11,17.30717638433912,10.990135104095096
03-27 12,20.2615125533995,12.948298002721152
03-27 13,19.564219628121542,17.212287937820278
03-27 14,21.637159660457026,24.75887442252437
03-27 15,14.96534551706923,25.57789266711991
03-27 16,3.5246375179051705,13.297149126180896
03-27 17,1.7572987346176792,20.85692471181906
03-27 18,1.7614636058423232,293.9142498354193
03-27 19,0,0
03-27 20,0,0
03-27 21,0,0
03-27 22,0,0
03-27 23,0,0
03-28 00,0,0
03-28 01,0,0
03-28 02,0,0
03-28 03,0,0
03-28 04,0,0
03-28 05,1.3168312714995993,19471.488525999703
03-28 06,1.6677578614621307,122.49754642210725
03-28 07,9.782198402581542,108.29839856526135
03-28 08,11.601410476842736,65.49815525939283
03-28 09,46.66185171937854,205.21510013034714
03-28 10,14.2610280997,45.2306533842342
03-28 11,26.371384695385192,67.51815910454953
03-28 12,10.57882819986188,27.596196756424415
03-28 13,22.573012244045685,61.61633756083079
03-28 14,13.512651550353807,45.353260743349814
03-28 15,4.389497662822783,23.922023216874475
03-28 16,7.090665421760783,79.95656368056524
03-28 17,29.21359598175367,393.730524897059
03-28 18,38.25458565701758,5091.065166799758
03-28 19,0,0
03-28 20,0,0
03-28 21,0,0
03-28 22,0,0
03-28 23,0,0
03-29 00,0,0
03-29 01,0,0
03-29 02,0,0
03-29 03,0,0
03-29 04,0,0
03-29 05,4.502103917019355,10655.755822791212
03-29 06,3.829252613802601,90.37944274651828
03-29 07,1.130206342652369,10.48750765041572
03-29 08,4.58255699990466,16.23421037864944
03-29 09,5.256076063695482,13.490066524078534
03-29 10,4.705399712543316,13.359670611615764
03-29 11,3.1759733979430957,6.767459933551586
03-29 12,10.636010079253504,17.715849268174154
03-29 13,12.904929826331422,35.02158282147815
03-29 14,5.184758250392001,26.796346635190936
03-29 15,3.051435720604265,18.624218634579915
03-29 16,1.196963719765542,12.806473023500333
03-29 17,115.45230768906539,1330.268935483517
03-29 18,12.249157396281035,1534.9872738999816
03-29 19,0,0
03-29 20,0,0
03-29 21,0,0
03-29 22,0,0
03-29 23,0,0
03-30 00,0,0
03-30 01,0,0
03-30 02,0,0
03-30 03,0,0
03-30 04,0,0
03-30 05,8.401788381634233,10430.656355974308
03-30 06,10.993782517955157,187.82258520026951
03-30 07,9.097927647380809,50.32884063708509
03-30 08,2.5787376928325343,11.369961371298976
03-30 09,6.848667928756214,18.212413221078084
03-30 10,2.8030580069496422,4.715118755360661
03-30 11,5.955719219683155,6.492777614287984
03-30 12,38.54923850955118,28.770153322102498
03-30 13,254.62893587225915,239.1478973564475
03-30 14,852.3031669581342,1065.3841789441983
03-30 15,310.74678232152263,591.4532449968972
03-30 16,34.74103592066942,133.32777777778801
03-30 17,170.965702845171,1506.9098837420802
03-30 18,2.0630847091255586,237.10713163885796
03-30 19,0,0
03-30 20,0,0
03-30 21,0,0
03-30 22,0,0
03-30 23,0,0
03-31 00,0,0
03-31 01,0,0
03-31 02,0,0
03-31 03,0,0
03-31 04,0,0
03-31 05,2.2002484847862918,2643.03932085764
03-31 06,3.6059817650973156,111.20326697949336
03-31 07,1.9997461518796695,27.52767323423255
03-31 08,8.464832038359695,33.86511627680305
03-31 09,3.823613963802037,8.238657780640185
03-31 10,3.9464019505663868,7.266615219012567
03-31 11,7.81436170130429,11.63786461286504
03-31 12,18.3439396583744,30.290956646311
03-31 13,14.400371697682438,27.009574275120897
03-31 14,10.586296425992757,38.53217317507709
03-31 15,2.3764761673798844,8.82597232989701
03-31 16,2.1716279967104484,19.57250203524026
03-31 17,6.413024123524538,153.96094710022868
03-31 18,2.603826353403081,287.64521002376233
03-31 19,0,0
03-31 20,0,0
03-31 21,0,0
03-31 22,0,0
03-31 23,0,0
04-01 00,0,0
04-01 01,0,0
04-01 02,0,0
04-01 03,0,0
04-01 04,0,0
04-01 05,0.7783930535072033,913.0058261537305
04-01 06,0.7774077572636797,25.69156540939419
04-01 07,1.6367854515503786,15.331890549718686
04-01 08,4.391738656766665,24.46713738531049
04-01 09,4.043251620684714,20.444341617246888
04-01 10,5.088885164696312,14.142047465291482
04-01 11,7.431701640885958,11.18411611755879
04-01 12,6.272613310584689,7.352767847604025
04-01 13,3.948983194764184,5.316988932495869
04-01 14,2.393737883672241,5.0081023572308645
04-01 15,2.8075758343107005,6.670768309358897
04-01 16,3.2476745039791703,12.358521741269556
04-01 17,5.740626523299118,50.04187793995778
04-01 18,6.560165047787988,451.59840106872804
04-01 19,0,0
04-01 20,0,0
04-01 21,0,0
04-01 22,0,0
04-01 23,0,0
04-02 00,0,0
04-02 01,0,0
04-02 02,0,0
04-02 03,0,0
04-02 04,0,0
04-02 05,1.8693554111193667,718.1783878495197
04-02 06,2.237751836235013,35.718475185387916
04-02 07,52.975267389962326,305.1666210626742
04-02 08,6.48256459075309,18.073620028558654
04-02 09,10.140683882836033,14.123193806983663
04-02 10,8.986969800176967,8.778282120404233
04-02 11,15.302373871802939,10.960450456073588
04-02 12,27.90323187316225,17.532477352206357
04-02 13,433.3871431209317,208.88467460960257
04-02 14,34444.83748562699,21653.177234090537
04-02 15,1629.6945255147891,1808.0056351374012
04-02 16,42.99797968048094,104.66396995967065
04-02 17,201.0827565470447,1232.8833604922968
04-02 18,3286.8090743258085,166719.71156447724
04-02 19,0,0
04-02 20,0,0
04-02 21,0,0
04-02 22,0,0
04-02 23,0,0
04-03 00,0,0
04-03 01,0,0
04-03 02,0,0
04-03 03,0,0
04-03 04,0,0
04-03 05,3.529260488925821,990.2867243161351
04-03 06,4.368107573038994,52.40989809170503
04-03 07,10.731993838989695,38.733791157962436
04-03 08,179.1804113448755,252.54197767392134
04-03 09,509.5448764253295,445.96811624214547
04-03 10,789.1000221367071,490.1108867808438
04-03 11,179.13472022418105,83.84360821818714
04-03 12,50.42588188130897,25.53008221454911
04-03 13,22.597090287210513,17.212606994691864
04-03 14,13.6691977486767,15.1765437845378
04-03 15,3.7699203871976086,7.778983501670205
04-03 16,4.750174100926275,15.458135477922527
04-03 17,5.398053124481704,40.89047197551569
04-03 18,314.04944310776466,14513.947909757524
04-03 19,0,0
04-03 20,0,0
04-03 21,0,0
04-03 22,0,0
04-03 23,0,0
04-04 00,0,0
04-04 01,0,0
04-04 02,0,0
04-04 03,0,0
04-04 04,0,0
04-04 05,35.27950134632639,7315.473832187666
04-04 06,41.39848462742809,424.32008170069474
04-04 07,41.81707703465508,148.9076671498152
04-04 08,36.82668354773487,62.84773748608023
04-04 09,48.84125777168367,49.661347156643906
04-04 10,53.59191191029638,39.23081208430924
04-04 11,20.110895973083714,14.671236612710034
04-04 12,2.901923788470084,3.569166063203665
04-04 13,2.722764651576872,4.600377545709092
04-04 14,3.828616632369943,8.454861984020635
04-04 15,6.102662119120125,22.697794405872763
04-04 16,12.039490189343223,60.346442531272594
04-04 17,26.170971468183474,227.76219171653648
04-04 18,210.45260000837274,9500.541690114485
04-04 19,0,0
04-04 20,0,0
04-04 21,0,0
04-04 22,0,0
04-04 23,0,0
04-05 00,0,0
04-05 01,0,0
04-05 02,0,0
04-05 03,0,0
04-05 04,0,0
04-05 05,0.5995478480455273,184.97579015532892
04-05 06,1.1297029241361842,20.504858675762666
04-05 07,0.6224084815168296,4.627893449639943
04-05 08,1.2694209400116465,5.591200789037558
04-05 09,6.039979441611423,20.487624373950794
04-05 10,3.8242993935125162,9.225028629307229
04-05 11,2.267520969050389,3.9348803658223686
04-05 12,2.207107725836928,3.2024843956161795
04-05 13,7.711071538920782,13.60849277284456
04-05 14,6.515908758276783,19.170951033442567
04-05 15,5.722126001585796,31.277841103512092
04-05 16,2.7564804409567145,22.015903162537004
04-05 17,43.72177807135025,350.10026182666843
04-05 18,4.238335505148889,266.6549475457469
04-05 19,0,0
04-05 20,0,0
04-05 21,0,0
04-05 22,0,0
04-05 23,0,0
04-06 00,0,0
04-06 01,0,0
04-06 02,0,0
04-06 03,0,0
04-06 04,0,0
04-06 05,0.9079665813154053,210.5864326089172
04-06 06,1.5030544988790653,28.583501023031392
04-06 07,14.121856316197976,69.49618864168033
04-06 08,8.887803021970992,21.418272290518583
04-06 09,10.611050402842492,17.702516606997538
04-06 10,107.20786557184192,143.41367142012083
04-06 11,12.104280829169275,11.958832545808313
04-06 12,14.286422079858669,9.50896483933994
04-06 13,4.171218203635423,5.38785936461506
04-06 14,3.8022507698342256,6.6714051483231875
04-06 15,5.205981221585412,11.437336972959155
04-06 16,5.522271275152597,23.701227436308997
04-06 17,37.50515748188429,277.3579527755044
04-06 18,56.966987935712304,2144.888783881064
04-06 19,0,0
04-06 20,0,0
04-06 21,0,0
04-06 22,0,0
04-06 23,0,0
04-07 00,0,0
04-07 01,0,0
04-07 02,0,0
04-07 03,0,0
04-07 04,0,0
04-07 05,2.196503044302629,546.0148914581163
04-07 06,2.4790356174803607,45.108571490666435
04-07 07,4.304186386568089,32.0986472626386
04-07 08,3.650314370327703,11.780470697385404
04-07 09,7.052068094430694,16.129613024524083
04-07 10,11.354774319248213,25.828128002472553
04-07 11,9.092947795803758,12.989128644514238
04-07 12,4.229981836634083,7.693940300741938
04-07 13,6.817369222026365,16.622804467166777
04-07 14,9.923482071165768,32.93805894173413
04-07 15,5.724420866811429,23.057342838816506
04-07 16,2.0767669448445183,11.308731830915194
04-07 17,3.342027569622506,37.96483134453199
04-07 18,7.056013913346306,288.0448934061976
04-07 19,0,0
04-07 20,0,0
04-07 21,0,0
04-07 22,0,0
04-07 23,0,0
04-08 00,0,0
04-08 01,0,0
04-08 02,0,0
04-08 03,0,0
04-08 04,0,0
04-08 05,2.08785886653806,348.09518064838056
04-08 06,1.8822314079140654,28.144703036292395
04-08 07,1.5340769223625716,7.894085642208624
04-08 08,1.9489949578586425,5.3955112203735665
04-08 09,4.249259815497203,7.3239934053208655
04-08 10,7.768991074679565,10.880995252740169
04-08 11,4.906514068287847,5.149447618611963
04-08 12,6.275925664247569,8.426000828659063
04-08 13,5.2393379462633085,5.935255519728035
04-08 14,6.2867356189193355,8.635471393232642
04-08 15,2.822860661721045,6.913479038185174
04-08 16,4.0712059095774515,15.655250182103758
04-08 17,28.469475091463014,212.07343183831142
04-08 18,7.038473233967381,249.51892807391184
04-08 19,0,0
04-08 20,0,0
04-08 21,0,0
04-08 22,0,0
04-08 23,0,0
04-09 00,0,0
04-09 01,0,0
04-09 02,0,0
04-09 03,0,0
04-09 04,0,0
04-09 05,3.964397455686094,310.6098321604465
04-09 06,4.464916083786971,48.0055849363715
04-09 07,6.0549585105340915,24.117927428296035
04-09 08,2.4374305358320605,7.075874433934252
04-09 09,5.801428564402924,7.386106724228226
04-09 10,4.341726807125697,3.857311779973014
04-09 11,18.86409335159433,12.538906031184306
04-09 12,28.473922033025726,16.08498100168542
04-09 13,44.072540987370395,25.861320208377943
04-09 14,18.900316678609663,15.170787322885767
04-09 15,10.901470076103445,15.47633492756834
04-09 16,8.657945602126498,22.407193295768202
04-09 17,14.6939939738556,79.20356970870928
04-09 18,10.165183237527307,289.80016178139533
04-09 19,0,0
04-09 20,0,0
04-09 21,0,0
04-09 22,0,0
04-09 23,0,0
04-10 00,0,0
04-10 01,0,0
04-10 02,0,0
04-10 03,0,0
04-10 04,0,0
04-10 05,1.839892006741263,128.95714300091643
04-10 06,1.8386590169320802,17.332289217627505
04-10 07,7.997240341100949,27.23871310765543
04-10 08,36.168372129975175,65.3649405847862
04-10 09,138.4218320456222,150.66403443571218
04-10 10,31.262812622436012,23.093543139709183
04-10 11,55.93171908570135,24.625677313825772
04-10 12,8.374265388018985,6.394712585402327
04-10 13,8.530818359330231,7.322327696772813
04-10 14,4.09652952119472,5.322129677177113
04-10 15,3.081328129593653,6.435384693320622
04-10 16,19.745011896550125,51.467079730233216
04-10 17,77.74506917278796,431.46957289924103
04-10 18,448.3841997932401,10753.407729437095
04-10 19,0,0
04-10 20,0,0
04-10 21,0,0
04-10 22,0,0
04-10 23,0,0
04-11 00,0,0
04-11 01,0,0
04-11 02,0,0
04-11 03,0,0
04-11 04,0,0
04-11 05,143.6838595919564,6590.311236450452
04-11 06,9.053154370428214,83.70543083384072
04-11 07,14.251260317386377,53.04477119795238
04-11 08,9.638700311574606,23.20348152349281
04-11 09,4.5939572959793,5.776786857988333
04-11 10,6.103785425831001,6.329593859820242
04-11 11,17.873427142447536,11.883115738884158
04-11 12,12.130743927648709,7.0105156114271665
04-11 13,13.322462936347998,8.710032827476091
04-11 14,18.863997275549117,25.57017131001829
04-11 15,8.269466747414185,22.248575973414553
04-11 16,30.751169997075156,219.39871285481593
04-11 17,7.288280250547541,79.41007834100955
04-11 18,6.95260194723274,209.1269069842829
04-11 19,0,0
04-11 20,0,0
04-11 21,0,0
04-11 22,0,0
04-11 23,0,0
04-12 00,0,0
04-12 01,0,0
04-12 02,0,0
04-12 03,0,0
04-12 04,0,0
04-12 05,0.786718363445159,99.75938265482529
04-12 06,6.350405166028626,59.865688468368404
04-12 07,2.5639318429110722,9.087666611765263
04-12 08,2.681042489368598,5.100782324707656
04-12 09,3.606469902383404,4.230036052500361
04-12 10,2.243006052188605,3.0119465704790875
04-12 11,3.777145020323707,2.567378589449622
04-12 12,3.627608173834492,2.9494061958867053
04-12 13,2.7727048735427986,2.7857163829530367
04-12 14,2.2471264813231557,3.4296799090488945
04-12 15,1.5298351439378735,3.815571934163476
04-12 16,0.581805221866535,3.0779142727077833
04-12 17,1.0898714024579987,10.106008454794157
04-12 18,27.529246567699563,625.9743698046435
04-12 19,0.33333119381324144,103864.45238309189
04-12 20,0,0
04-12 21,0,0
04-12 22,0,0
04-12 23,0,0
04-13 00,0,0
04-13 01,0,0
04-13 02,0,0
04-13 03,0,0
04-13 04,0,0
04-13 05,3.7607892348955776,186.72464103901288
04-13 06,2.1509093270776534,17.38330129850561
04-13 07,1.990691452419545,7.12496019082212
04-13 08,2.0767609316747695,6.008293945005441
04-13 09,4.142669187924504,6.928234607010356
04-13 10,5.034111225397146,6.937469558807168
04-13 11,5.25539951195228,5.685228290626545
04-13 12,9.138567422509215,5.902989285024812
04-13 13,5.333198834134748,4.121050905965062
04-13 14,3.083314997579982,3.7094543096511323
04-13 15,3.5748987964455674,5.87618216588597
04-13 16,2.1774120225977094,7.005042732988536
04-13 17,1.729605688648417,13.803142285088253
04-13 18,6.363683841240826,157.62357143798573
04-13 19,2.594466998788371,66443.41640010953
04-13 20,0,0
04-13 21,0,0
04-13 22,0,0
04-13 23,0,0
04-14 00,0,0
04-14 01,0,0
04-14 02,0,0
04-14 03,0,0
04-14 04,0,0
04-14 05,1.9028095484311853,88.12261588378065
04-14 06,3.422475017565663,24.556695510856443
04-14 07,6.21715626319655,16.986034587074656
04-14 08,5.333355806163387,8.495502531001188
04-14 09,4.984792504222948,6.971340709935559
04-14 10,6.123674189461408,5.9096957656726765
04-14 11,10.647736846883221,5.731923830914868
04-14 12,16.467158399583973,7.40438971703796
04-14 13,26.96345230550558,13.043605051577421
04-14 14,71.78735754275706,43.537885521056836
04-14 15,75.77931396398367,77.1013113346025
04-14 16,62.531270854996755,115.16405036122113
04-14 17,11.705665321563833,54.41032129127641
04-14 18,105.38860245940201,1844.0730421146375
04-14 19,14.540336926833202,99744.34446375554
04-14 20,0,0
04-14 21,0,0
04-14 22,0,0
04-14 23,0,0
04-15 00,0,0
04-15 01,0,0
04-15 02,0,0
04-15 03,0,0
04-15 04,0,0
04-15 05,73.61976013306389,2151.082742407214
04-15 06,33.09573164793305,182.6543434820336
04-15 07,4.793690112914132,16.03132989082448
04-15 08,4.672146240393554,9.097901886720903
04-15 09,7.94436755501059,7.47791900894379
04-15 10,10.196487062483719,8.313518368318766
04-15 11,8.320388894101391,5.841591344601833
04-15 12,12.337246531862705,5.605013215986411
04-15 13,14.12722357318426,7.525873639118711
04-15 14,61.235123334567724,35.87409591836793
04-15 15,8.839560090258098,10.620288172328989
04-15 16,5.28725307708236,11.883924094135
04-15 17,12.212652216494977,55.91622537766755
04-15 18,9.552739236531648,179.8581409521166
04-15 19,6.939115498451297,26315.533541504607
04-15 20,0,0
04-15 21,0,0
04-15 22,0,0
04-15 23,0,0
04-16 00,0,0
04-16 01,0,0
04-16 02,0,0
04-16 03,0,0
04-16 04,0,0
04-16 05,0.9762317309986117,47.128044027155184
04-16 06,1.4499876767335564,13.345731179590167
04-16 07,1.9210900887665465,6.982635415102487
04-16 08,1.6956919278141678,4.556332108999012
04-16 09,3.3819100126451875,5.049141778810433
04-16 10,4.484262297864923,4.80176201535012
04-16 11,7.557050141773556,5.9729406849731195
04-16 12,15.502422293774137,9.597610450987478
04-16 13,9.08672370081823,7.248650572282
04-16 14,5.782023200362512,6.858005787871125
04-16 15,9.218129220174637,14.282757795827576
04-16 16,7.839351285850643,21.32689379878984
04-16 17,9.25371355095878,55.65033578633287
04-16 18,18.541220852117352,375.09605950256986
04-16 19,15.170275314133852,31480.682193791836
04-16 20,0,0
04-16 21,0,0
04-16 22,0,0
04-16 23,0,0
04-17 00,0,0
04-17 01,0,0
04-17 02,0,0
04-17 03,0,0
04-17 04,0,0
04-17 05,113.1439955067097,24915.51993789703
04-17 06,1.5781768492346042,24.839100430059123
04-17 07,1.7646595928960165,10.722556998214433
04-17 08,2.1844834677927456,6.666811089672261
04-17 09,5.132456255634141,9.318901351286465
04-17 10,7.042370728117822,10.900664785543391
04-17 11,21.56591491682802,21.547914372989545
04-17 12,19.5630410348093,18.45354573504523
04-17 13,146.48496992214277,121.1732300365534
04-17 14,20.882905175624796,19.801990922491104
04-17 15,21.605328743824014,28.9371070178244
04-17 16,23.08356644894723,50.676600968983166
04-17 17,28.647081433807138,131.00625216230134
04-17 18,45.93140452680311,795.3852535578329
04-17 19,11.557120728996797,17632.934499086135
04-17 20,0,0
04-17 21,0,0
04-17 22,0,0
04-17 23,0,0
04-18 00,0,0
04-18 01,0,0
04-18 02,0,0
04-18 03,0,0
04-18 04,0,0
04-18 05,1.0852074477843159,57.82194442618762
04-18 06,1.7982630060754146,30.722872843761365
04-18 07,13.082101897019491,80.04229410643406
04-18 08,30.925097722791293,80.38289730192461
04-18 09,33.38406691929165,57.629796185398504
04-18 10,26.854830270926296,32.96342354753743
04-18 11,940.812911519292,701.1844182362188
04-18 12,113.68644345747954,49.88213930317099
04-18 13,15.175547148074275,10.38570223921682
04-18 14,19.912596989495494,17.082729025314016
04-18 15,48.76626472357894,50.17530955284938
04-18 16,48.44524080203858,92.04218529920475
04-18 17,32.050828613061,132.80377688244
04-18 18,29.553644575937753,426.00898082140594
04-18 19,173.20701778084253,146192.6729091076
04-18 20,0,0
04-18 21,0,0
04-18 22,0,0
04-18 23,0,0
04-19 00,0,0
04-19 01,0,0
04-19 02,0,0
04-19 03,0,0
04-19 04,5.26116645884124,161054.69841641572
04-19 05,32.05888817658964,664.3288064742638
04-19 06,88.52724767715776,387.40580109639933
04-19 07,883.8742973447343,1522.975497904159
04-19 08,1978.222504567024,1821.9401777178502
04-19 09,3382.051277166077,1643.3446444226547
04-19 10,18341.721830160193,5646.200977869042
04-19 11,22049.601967948853,4744.756746627586
04-19 12,14581.990226481417,3251.9676893547344
04-19 13,579.5072918185451,175.66140644841087
04-19 14,251.30235106009974,123.3389468102622
04-19 15,211.77976153272792,177.78967492149647
04-19 16,133.58484604106476,213.4621081118518
04-19 17,233.9436452593471,783.7665373091222
04-19 18,234.29065902368995,2913.2347220420297
04-19 19,80968.33595287654,47160958.464184664
04-19 20,0,0
04-19 21,0,0
04-19 22,0,0
04-19 23,0,0
04-20 00,0,0
04-20 01,0,0
04-20 02,0,0
04-20 03,0,0
04-20 04,1.9657980628983958,22496.059249300688
04-20 05,1.4257969578298082,43.26005643100492
04-20 06,1.9381335263951422,14.554357106984313
04-20 07,3.0471561559411886,9.993351225815788
04-20 08,3.3514632081962596,6.684936194809649
